🕒 Transcription Log
[3575/58949] SKIPPED: tmp28j1e02t.wav
[3576/58949] SKIPPED: tmp28k59qah.wav
[3577/58949] SKIPPED: tmp28m6wcaj.wav
[3578/58949] SKIPPED: tmp28mhrkbe.wav
[3579/58949] SKIPPED: tmp28o4_s7k.wav
[3580/58949] SKIPPED: tmp28sb5u8_.wav
[3581/58949] SKIPPED: tmp28tkjlsv.wav
[3582/58949] SKIPPED: tmp28up7zr5.wav
[3583/58949] SKIPPED: tmp28wrdtae.wav
[3584/58949] SKIPPED: tmp28x4rd2n.wav
[3585/58949] SKIPPED: tmp28yn8j1m.wav
[3586/58949] SKIPPED: tmp28_t298p.wav
[3587/58949] SKIPPED: tmp290ur2zc.wav
[3588/58949] SKIPPED: tmp291eropt.wav
[3589/58949] SKIPPED: tmp291obic1.wav
[3590/58949] SKIPPED: tmp293njvcv.wav
[3591/58949] SKIPPED: tmp2951fj0m.wav
[3592/58949] SKIPPED: tmp2953tope.wav
[3593/58949] SKIPPED: tmp295ga126.wav
[3594/58949] SKIPPED: tmp296lsmq7.wav
[3595/58949] SKIPPED: tmp296puwki.wav
[3596/58949] SKIPPED: tmp298_3ozf.wav
[3597/58949] SKIPPED: tmp29a_j5ek.wav
[3598/58949] SKIPPED: tmp29b9no8w.wav
[3599/58949] SKIPPED: tmp29d71cx_.wav
[3600/58949] SKIPPED: tmp29dmx7pw.wav
[3601/58949] SKIPPED: tmp29dmx85v.wav
[3602/58949] SKIPPED: tmp29egtbe3.wav
[3603/58949] SKIPPED: tmp29fw8s7s.wav
[3604/58949] SKIPPED: tmp29g55od1.wav
[3605/58949] SKIPPED: tmp29iun58o.wav
[3606/58949] SKIPPED: tmp29j27z59.wav
[3607/58949] SKIPPED: tmp29jqvzh1.wav
[3608/58949] SKIPPED: tmp29lam78_.wav
[3609/58949] SKIPPED: tmp29lzulsr.wav
[3610/58949] SKIPPED: tmp29q2e0y6.wav
[3611/58949] SKIPPED: tmp29s3eo5c.wav
[3612/58949] SKIPPED: tmp29s3rmuy.wav
[3613/58949] SKIPPED: tmp29s6pgcl.wav
[3614/58949] SKIPPED: tmp29sov9s0.wav
[3615/58949] SKIPPED: tmp29tk572q.wav
[3616/58949] SKIPPED: tmp29tu5r2l.wav
[3617/58949] SKIPPED: tmp29tykh4o.wav
[3618/58949] SKIPPED: tmp29tz8j86.wav
[3619/58949] SKIPPED: tmp29uxl8yz.wav
[3620/58949] SKIPPED: tmp29vmy9mt.wav
[3621/58949] SKIPPED: tmp29w0h1r7.wav
[3622/58949] SKIPPED: tmp29wbs7on.wav
[3623/58949] SKIPPED: tmp29yl1tob.wav
[3624/58949] SKIPPED: tmp29ypl2eb.wav
[3625/58949] SKIPPED: tmp29zbf3m4.wav
[3626/58949] SKIPPED: tmp2a0utzxl.wav
[3627/58949] SKIPPED: tmp2a11nia6.wav
[3628/58949] SKIPPED: tmp2a1sjr4m.wav
[3629/58949] SKIPPED: tmp2a21hdss.wav
[3630/58949] SKIPPED: tmp2a3wtxu5.wav
[3631/58949] SKIPPED: tmp2a5sgfr4.wav
[3632/58949] SKIPPED: tmp2a5yrl7h.wav
[3633/58949] SKIPPED: tmp2a8xpr2t.wav
[3634/58949] SKIPPED: tmp2aa3rxxe.wav
[3635/58949] SKIPPED: tmp2aabyvnt.wav
[3636/58949] SKIPPED: tmp2ab3tsrh.wav
[3637/58949] SKIPPED: tmp2acp05vp.wav
[3638/58949] SKIPPED: tmp2aejuqc1.wav
[3639/58949] SKIPPED: tmp2aejvx50.wav
[3640/58949] SKIPPED: tmp2afz2h4x.wav
[3641/58949] SKIPPED: tmp2agb1w5c.wav
[3642/58949] SKIPPED: tmp2agqay1f.wav
[3643/58949] SKIPPED: tmp2aherhhu.wav
[3644/58949] SKIPPED: tmp2aimkgd0.wav
[3645/58949] SKIPPED: tmp2aiwu8i6.wav
[3646/58949] SKIPPED: tmp2ajcaw0o.wav
[3647/58949] SKIPPED: tmp2ajxfitt.wav
[3648/58949] SKIPPED: tmp2akba8dg.wav
[3649/58949] SKIPPED: tmp2akh_7o2.wav
[3650/58949] SKIPPED: tmp2al32fp1.wav
[3651/58949] SKIPPED: tmp2amks0vi.wav
[3652/58949] SKIPPED: tmp2amt5obu.wav
[3653/58949] SKIPPED: tmp2anccu3x.wav
[3654/58949] SKIPPED: tmp2anyitx0.wav
[3655/58949] SKIPPED: tmp2aqc17v3.wav
[3656/58949] SKIPPED: tmp2ard7ylf.wav
[3657/58949] SKIPPED: tmp2armjfap.wav
[3658/58949] SKIPPED: tmp2atpf6fy.wav
[3659/58949] SKIPPED: tmp2az3_obg.wav
[3660/58949] SKIPPED: tmp2azk1i8p.wav
[3661/58949] SKIPPED: tmp2aztbg_x.wav
[3662/58949] SKIPPED: tmp2a_5pmll.wav
[3663/58949] SKIPPED: tmp2a_fpsuo.wav
[3664/58949] SKIPPED: tmp2a_wzkx6.wav
[3665/58949] SKIPPED: tmp2a_y5xta.wav
[3666/58949] SKIPPED: tmp2b1eap4t.wav
[3667/58949] SKIPPED: tmp2b1g0145.wav
[3668/58949] SKIPPED: tmp2b1vmah2.wav
[3669/58949] SKIPPED: tmp2b25lp24.wav
[3670/58949] SKIPPED: tmp2b2vztgb.wav
[3671/58949] SKIPPED: tmp2b32oqu0.wav
[3672/58949] SKIPPED: tmp2b3qb7g8.wav
[3673/58949] SKIPPED: tmp2b40muf0.wav
[3674/58949] SKIPPED: tmp2b43ne9w.wav
[3675/58949] SKIPPED: tmp2b4by35r.wav
[3676/58949] SKIPPED: tmp2b4k2mfi.wav
[3677/58949] SKIPPED: tmp2b53lupl.wav
[3678/58949] SKIPPED: tmp2b5zqqsb.wav
[3679/58949] SKIPPED: tmp2b62yn4u.wav
[3680/58949] SKIPPED: tmp2b6of331.wav
[3681/58949] SKIPPED: tmp2b6_7w8c.wav
[3682/58949] SKIPPED: tmp2b85huwf.wav
[3683/58949] SKIPPED: tmp2b90qcsl.wav
[3684/58949] SKIPPED: tmp2b9e38x3.wav
[3685/58949] SKIPPED: tmp2ba0favx.wav
[3686/58949] SKIPPED: tmp2bb84law.wav
[3687/58949] SKIPPED: tmp2bc14b2y.wav
[3688/58949] SKIPPED: tmp2bc91wnd.wav
[3689/58949] SKIPPED: tmp2bdq070f.wav
[3690/58949] SKIPPED: tmp2bekg039.wav
[3691/58949] SKIPPED: tmp2belooah.wav
[3692/58949] SKIPPED: tmp2bgk01jo.wav
[3693/58949] SKIPPED: tmp2bgthaa7.wav
[3694/58949] SKIPPED: tmp2bhwman2.wav
[3695/58949] SKIPPED: tmp2bingbs1.wav
[3696/58949] SKIPPED: tmp2bkg0wbc.wav
[3697/58949] SKIPPED: tmp2blc3uji.wav
[3698/58949] SKIPPED: tmp2bmdhzb8.wav
[3699/58949] SKIPPED: tmp2bmirs2b.wav
[3700/58949] SKIPPED: tmp2bnf1t7j.wav
[3701/58949] SKIPPED: tmp2bnmssgd.wav
[3702/58949] SKIPPED: tmp2bnr9vcm.wav
[3703/58949] SKIPPED: tmp2bpj_doi.wav
[3704/58949] SKIPPED: tmp2bqpb33t.wav
[3705/58949] SKIPPED: tmp2bquqt0e.wav
[3706/58949] SKIPPED: tmp2br4028c.wav
[3707/58949] SKIPPED: tmp2brcvzc7.wav
[3708/58949] SKIPPED: tmp2btd6gsj.wav
[3709/58949] SKIPPED: tmp2bua2s81.wav
[3710/58949] SKIPPED: tmp2budfkhd.wav
[3711/58949] SKIPPED: tmp2bv2tkd8.wav
[3712/58949] SKIPPED: tmp2bw47ah3.wav
[3713/58949] SKIPPED: tmp2bwjcr4g.wav
[3714/58949] SKIPPED: tmp2bwkc4bb.wav
[3715/58949] SKIPPED: tmp2bxy7588.wav
[3716/58949] SKIPPED: tmp2bzmmm38.wav
[3717/58949] SKIPPED: tmp2b_3spa8.wav
[3718/58949] SKIPPED: tmp2c2ayeg2.wav
[3719/58949] SKIPPED: tmp2c2gb016.wav
[3720/58949] SKIPPED: tmp2c31irzm.wav
[3721/58949] SKIPPED: tmp2c7db96c.wav
[3722/58949] SKIPPED: tmp2c7pybs1.wav
[3723/58949] SKIPPED: tmp2c7sa9sn.wav
[3724/58949] SKIPPED: tmp2c7_zwa8.wav
[3725/58949] SKIPPED: tmp2c8rizyl.wav
[3726/58949] SKIPPED: tmp2c9gtwoa.wav
[3727/58949] SKIPPED: tmp2c9ns4_z.wav
[3728/58949] SKIPPED: tmp2cc2dbry.wav
[3729/58949] SKIPPED: tmp2ccdtmt0.wav
[3730/58949] SKIPPED: tmp2cchn_lp.wav
[3731/58949] SKIPPED: tmp2cej1y65.wav
[3732/58949] SKIPPED: tmp2cerg6wi.wav
[3733/58949] SKIPPED: tmp2cf4d1yl.wav
[3734/58949] SKIPPED: tmp2cfnye6_.wav
[3735/58949] SKIPPED: tmp2chbwys0.wav
[3736/58949] SKIPPED: tmp2chehaku.wav
[3737/58949] SKIPPED: tmp2chj41ux.wav
[3738/58949] SKIPPED: tmp2cj02081.wav
[3739/58949] SKIPPED: tmp2cjuhgtz.wav
[3740/58949] SKIPPED: tmp2co0g7l9.wav
[3741/58949] SKIPPED: tmp2coc27s_.wav
[3742/58949] SKIPPED: tmp2cocbq35.wav
[3743/58949] SKIPPED: tmp2cov45cy.wav
[3744/58949] SKIPPED: tmp2cpeks9c.wav
[3745/58949] SKIPPED: tmp2cpkop10.wav
[3746/58949] SKIPPED: tmp2cqs188e.wav
[3747/58949] SKIPPED: tmp2ct2do47.wav
[3748/58949] SKIPPED: tmp2ctg4_wv.wav
[3749/58949] SKIPPED: tmp2cu07d_9.wav
[3750/58949] SKIPPED: tmp2cu8xgjm.wav
[3751/58949] SKIPPED: tmp2cuc5hbi.wav
[3752/58949] SKIPPED: tmp2cv3jz7k.wav
[3753/58949] SKIPPED: tmp2cvd30cz.wav
[3754/58949] SKIPPED: tmp2cvduu2c.wav
[3755/58949] SKIPPED: tmp2cwcxnld.wav
[3756/58949] SKIPPED: tmp2cwmulld.wav
[3757/58949] SKIPPED: tmp2cw_ipsu.wav
[3758/58949] SKIPPED: tmp2cxythx6.wav
[3759/58949] SKIPPED: tmp2czfn6gi.wav
[3760/58949] SKIPPED: tmp2czps7cl.wav
[3761/58949] SKIPPED: tmp2c_l_2t6.wav
[3762/58949] SKIPPED: tmp2d05nx1u.wav
[3763/58949] SKIPPED: tmp2d07xufx.wav
[3764/58949] SKIPPED: tmp2d09k8xa.wav
[3765/58949] SKIPPED: tmp2d0ahky6.wav
[3766/58949] SKIPPED: tmp2d513s3u.wav
[3767/58949] SKIPPED: tmp2d52ox55.wav
[3768/58949] SKIPPED: tmp2d5pvigt.wav
[3769/58949] SKIPPED: tmp2d5yb1i5.wav
[3770/58949] SKIPPED: tmp2d6n31ub.wav
[3771/58949] SKIPPED: tmp2d6qhcct.wav
[3772/58949] SKIPPED: tmp2d7bh3py.wav
[3773/58949] SKIPPED: tmp2d815wg2.wav
[3774/58949] SKIPPED: tmp2d868_5f.wav
[3775/58949] SKIPPED: tmp2d8ra2b3.wav
[3776/58949] SKIPPED: tmp2da2ejgc.wav
[3777/58949] SKIPPED: tmp2daq95s3.wav
[3778/58949] SKIPPED: tmp2dbn2qft.wav
[3779/58949] SKIPPED: tmp2dcr67xf.wav
[3780/58949] DONE: tmp2de5sg1b.wav
[3781/58949] DONE: tmp2dedxnf0.wav
[3782/58949] DONE: tmp2dees09o.wav
[3783/58949] DONE: tmp2dfbyk3a.wav
[3784/58949] DONE: tmp2dfopnma.wav
[3785/58949] DONE: tmp2dfp_qan.wav
[3786/58949] DONE: tmp2dg83pvr.wav
[3787/58949] DONE: tmp2dgc43mm.wav
[3788/58949] DONE: tmp2dggioi5.wav
[3789/58949] DONE: tmp2dgj3vfk.wav
